1stFlrSF,BsmtExposure,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,KitchenQual,LotArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1133,No,329,697,240,1820,TA,9120,100,6,7,1026,1925,1950,184000
1378,No,0,689,583,2119,TA,10448,104,6,6,689,1972,1972,158000
1264,No,0,1234,666,2576,Ex,12438,100,5,8,1234,2006,2006,361919
780,No,0,780,0,1020,TA,6342,0,8,5,780,1875,1996,94000
1095,No,0,1095,779,1774,TA,9600,0,2,4,1095,1900,1950,87000
904,Gd,350,333,0,904,Fa,10020,0,1,1,683,1922,1950,61000
673,No,641,32,490,1382,Gd,2651,50,5,7,673,2000,2000,165000
1518,Mn,0,1107,840,3608,Ex,22950,260,9,10,1107,1892,1993,475000
1178,Mn,0,1008,205,2210,Fa,9900,48,4,6,1008,1880,1950,117500
806,No,0,806,373,1572,TA,10364,40,5,6,806,1995,1996,168000
1824,Gd,1219,424,739,1824,Gd,115149,48,5,7,1643,1971,2002,302000
1056,No,775,281,304,1056,TA,8450,85,6,5,1056,1968,1968,142000
949,No,392,392,392,1221,TA,9738,0,7,5,784,1924,1950,104900
1362,No,288,700,504,1362,TA,10197,20,5,6,1362,1961,1961,163000
848,Gd,697,151,420,848,Gd,4426,0,5,6,848,2004,2004,141000
1434,No,20,1434,527,1434,Gd,8529,39,5,7,1454,2001,2001,189000
1208,No,664,544,628,1208,Gd,6762,54,5,7,1208,2007,2007,195400
1096,No,626,170,566,1466,Gd,10800,21,8,5,796,1936,1989,170000
1987,Gd,1314,672,691,1987,Gd,14303,36,5,8,1986,1994,1994,301500
1325,Gd,1173,138,983,2418,Gd,10542,154,5,7,1311,1993,1994,341000
1314,No,904,410,626,1314,Gd,5063,62,5,7,1314,2007,2008,207500
970,No,0,970,380,1709,Gd,2522,40,5,7,970,2004,2004,137500
672,No,0,672,0,1218,TA,1680,0,5,6,672,1971,1971,91500
1440,No,256,1184,0,3395,Fa,10896,110,7,6,1440,1914,1995,200000
1200,Gd,1200,0,0,1200,TA,10800,0,5,5,1200,1987,1988,179000
912,No,111,522,297,912,TA,7535,285,7,5,912,1958,1985,120000
2444,Gd,1455,989,832,4316,Ex,21535,50,6,10,2444,1994,1995,755000
856,No,706,150,548,1710,Gd,8450,61,5,7,856,2003,2003,208500
1234,No,0,1181,656,2374,Ex,11999,100,5,8,1181,2003,2004,285000
860,No,275,429,234,1564,Fa,12000,0,7,7,704,1941,1950,174500
1466,No,176,1290,528,1466,Fa,17755,140,4,5,1466,1959,1959,149900
1383,No,565,818,292,1383,TA,11600,45,5,6,1383,1960,1960,145250
1535,None,0,0,410,1535,TA,7018,0,5,5,0,1979,1979,118964
990,No,716,274,576,990,TA,13568,0,5,5,990,1995,1995,156000
918,No,364,554,240,1646,TA,7128,0,5,7,918,1941,1950,164000
908,No,0,1020,440,1928,Fa,9142,60,8,6,1020,1910,1950,137000
1040,No,315,114,550,1725,TA,11584,88,6,7,539,1979,1979,197000
2129,No,700,983,541,2872,Gd,10678,33,5,8,1683,1992,2000,285000
1092,Mn,500,176,576,2112,TA,11075,0,5,6,952,1969,1969,206900
757,No,672,0,240,1324,TA,6000,0,6,4,672,1936,1950,128000
520,No,0,600,480,1200,Gd,3180,166,5,7,600,2005,2005,144152
672,No,456,216,468,1344,TA,10690,128,7,5,672,1920,1997,147000
840,No,0,840,500,1668,Gd,11317,68,5,7,840,2003,2003,180000
1040,None,0,0,400,1040,TA,8544,0,4,3,0,1950,1950,93500
900,Mn,234,180,576,900,Gd,7200,32,7,5,900,1951,2000,134800
1559,No,338,1221,812,1559,TA,8100,116,6,5,1559,1948,1973,153500
948,No,492,372,248,948,TA,10215,0,5,4,864,1954,1954,111000
923,No,543,261,264,923,TA,8012,0,5,6,923,1980,1980,143000
1552,Av,24,1528,782,1552,Gd,10084,20,5,7,1552,2005,2006,212900
961,No,216,540,642,1717,Gd,9550,35,5,7,756,1915,1970,140000
1721,No,570,891,440,1721,TA,10335,96,6,5,1461,1968,1993,180000
483,No,330,153,264,987,TA,1680,0,5,6,483,1973,1973,100000
1200,No,334,322,521,1200,Gd,11249,26,5,6,1200,1995,1995,177500
1148,No,292,476,281,1716,TA,11409,0,4,5,768,1949,2008,131000
894,No,553,224,336,894,TA,8450,144,8,5,894,1965,2009,138500
1771,None,0,0,336,1771,TA,21750,0,4,5,0,1960,2006,115000
1173,Gd,885,0,528,1173,Gd,10625,120,6,7,1053,1974,1974,170000
1287,No,72,733,576,1287,Gd,9830,17,7,5,1063,1959,2006,162000
1382,No,547,504,459,1382,TA,11235,82,5,4,1051,1963,1979,148000
1214,No,565,638,721,2520,Gd,9950,114,5,7,1203,1995,1995,290000
1215,No,585,630,297,1215,TA,12400,0,7,6,1215,1958,1998,155000
1203,No,740,425,844,2526,Gd,10120,78,5,8,1165,1994,1994,290000
600,No,0,600,480,1200,Gd,3182,172,5,7,600,2004,2005,151000
1728,No,1606,122,560,1728,TA,9297,0,5,5,1728,1976,1976,188000
902,No,0,576,480,1710,TA,10300,11,6,7,576,1921,1950,140000
1407,No,1074,322,870,2392,Gd,9452,70,5,8,1396,1997,1998,348000
1014,No,402,594,457,1744,Gd,9453,70,7,7,996,1993,2003,194500
822,No,0,813,562,1665,Gd,8125,0,6,7,813,2007,2007,205950
1282,Av,984,280,792,2696,Ex,9965,184,5,7,1264,2007,2007,383970
864,No,616,248,528,864,TA,9000,0,6,4,864,1971,1971,120500
672,No,344,328,234,672,TA,9340,113,6,4,672,1941,1950,113000
1320,Av,328,285,564,1320,TA,11777,68,6,5,1164,1966,1966,164500
958,No,120,958,440,958,TA,4928,205,5,6,1078,1976,1976,128000
1710,Mn,0,1710,550,1710,Gd,12118,48,5,7,1710,2004,2005,240000
1265,Gd,633,586,502,1265,Gd,9350,92,8,5,1219,1965,1999,179900
1456,Gd,0,1273,400,1456,Gd,3196,20,5,8,1273,2003,2003,215000
1067,No,0,927,576,1539,TA,6120,0,6,5,927,1936,1950,141500
1959,No,0,1907,766,1959,TA,11070,0,5,7,1907,1988,1989,171000
1008,No,0,1008,0,1522,TA,6000,0,5,5,1008,1926,1950,102000
1124,None,0,0,0,1124,TA,8335,36,5,5,0,1954,1954,93000
1107,Mn,859,216,484,2090,TA,10382,204,6,7,1107,1973,1973,200000
1214,No,698,420,461,1214,TA,9170,0,7,5,1214,1965,1965,140000
1779,Mn,306,372,454,1779,TA,17920,418,4,5,1763,1955,1974,170000
1629,Av,1300,316,808,1629,Gd,14536,252,5,8,1616,2002,2003,270000
1554,Mn,24,1530,627,1554,Gd,4590,73,5,8,1554,2006,2006,209500
993,No,0,964,642,2236,Gd,13006,0,5,7,964,1997,1997,222000
796,No,0,796,0,796,TA,3636,0,4,4,796,1922,1950,55000
840,No,0,840,308,1680,TA,15576,0,7,6,840,1915,1976,177000
848,Av,686,162,420,848,Gd,4435,0,5,6,848,2003,2003,136500
1142,No,874,268,528,1142,TA,4224,90,5,5,1142,1976,1976,134000
1252,Gd,429,93,564,1252,TA,13500,0,7,6,1602,1960,1975,235000
1684,No,28,1656,564,1684,Ex,8849,72,5,9,1684,2005,2005,266000
2000,No,1464,536,888,2000,Gd,10386,0,5,8,2000,2004,2005,305900
1616,Av,0,1616,834,1616,Gd,8688,59,5,7,1616,2005,2005,232000
1299,Av,990,309,531,1872,Ex,11885,122,5,8,1299,2001,2001,261500
1042,No,0,1042,225,1576,TA,6240,0,6,5,1042,1928,1950,149000
1175,Av,421,386,575,1982,Gd,11287,84,6,7,807,1989,1989,228500
988,No,534,246,276,988,TA,7200,80,7,5,876,1950,1950,119000
1844,No,976,868,620,1844,Gd,10994,44,5,8,1844,2005,2006,257000
1258,No,656,602,528,1258,Gd,11040,0,7,6,1258,1971,2004,145000
1288,No,786,474,500,1288,Ex,14963,30,5,8,1260,1996,1996,245500
1634,No,0,1626,866,1634,Gd,11428,44,5,8,1626,2006,2006,250000
855,No,257,103,440,1322,TA,2308,0,5,6,855,1974,1974,147000
707,Av,0,707,403,1414,Gd,9056,35,5,8,707,2004,2004,178000
1504,Gd,690,814,478,1504,Gd,11883,66,5,7,1504,1996,1996,203000
1670,No,0,1670,690,1670,Gd,14859,60,5,7,1670,2006,2006,240000
1516,Gd,125,36,518,2167,Gd,17542,47,7,7,1192,1974,2003,294000
1069,No,559,510,440,1069,TA,4043,55,6,6,1069,1977,1977,140000
1072,Gd,547,0,525,1072,TA,3675,44,5,6,547,2005,2006,140000
1572,Gd,1159,413,995,1572,TA,35133,263,4,5,1572,1963,1963,186700
1188,No,1088,0,456,1869,TA,8820,0,6,5,1088,1890,1996,124900
882,No,0,882,0,882,TA,5500,0,6,4,882,1956,1956,103200
1922,Gd,1249,673,676,1922,Gd,14157,51,5,9,1922,2005,2006,377426
780,Av,632,148,352,780,TA,7200,0,7,5,780,1972,1972,124900
1021,No,0,533,300,1601,TA,13825,34,6,5,533,1958,1987,140000
1530,Av,1274,256,430,1530,Gd,16158,36,5,7,1530,2005,2005,260000
833,No,625,208,0,833,TA,8780,0,5,5,833,1985,1985,112000
679,No,331,318,308,1183,TA,6000,176,7,3,649,1948,2002,120000
1040,No,659,381,260,1040,TA,6897,104,8,5,1040,1962,2010,127000
1466,Gd,1150,316,1052,2828,Gd,9965,144,5,8,1466,2006,2007,424870
1032,No,280,752,288,1252,TA,9600,0,5,6,1032,1950,1950,119000
1246,No,340,0,305,1246,Gd,7500,0,7,5,1246,1959,1994,154000
904,No,0,884,180,904,TA,6000,0,7,6,884,1926,2004,119000
966,No,686,0,416,1652,TA,10800,0,6,5,686,1915,1950,139000
1036,No,375,457,288,1268,TA,12144,28,7,5,832,1949,1950,133000
1172,No,0,896,342,1913,TA,7558,0,6,6,896,1928,1950,177000
1358,Mn,733,625,484,1358,Gd,6371,35,5,7,1358,2009,2010,224000
1657,No,1237,420,484,1657,TA,12155,0,3,6,1657,1970,1970,163500
838,Mn,210,0,275,838,Fa,10267,0,7,6,816,1918,2000,130000
1022,No,772,220,390,2060,Gd,8755,0,5,7,992,1999,1999,214000
764,No,573,191,474,1626,Gd,2448,27,5,7,764,2003,2004,154000
663,No,371,292,299,1352,TA,9364,36,7,6,663,1969,1969,158000
968,No,368,359,240,1376,TA,9492,0,5,5,768,1941,1950,105000
849,No,326,389,240,1660,TA,11988,0,7,6,715,1934,1995,188700
616,No,0,616,432,1412,Gd,8499,36,5,6,616,2006,2007,156932
756,No,0,756,216,1469,TA,10320,0,7,6,756,1906,1995,135000
774,No,0,384,400,1430,TA,9967,0,5,7,384,2000,2000,170000
1094,Mn,500,594,495,1094,TA,10452,0,5,6,1094,1953,1953,155000
1826,Gd,1422,392,758,1826,Gd,11302,75,5,8,1814,2005,2006,319000
672,Mn,0,672,576,924,TA,8064,0,7,5,672,1949,2006,122900
1502,Av,368,0,528,1502,Gd,6820,54,5,8,1488,1985,1985,212000
616,Gd,462,154,603,1688,Gd,12798,114,5,6,616,1997,1997,200000
1262,No,905,357,572,1262,Gd,7200,120,5,6,1262,2006,2006,185000
1905,No,0,1905,788,1905,Ex,11670,191,5,9,1905,2006,2006,320000
1153,Av,252,901,541,2031,Gd,11404,84,5,7,1153,1998,1999,222500
1350,No,0,1064,478,1350,TA,10140,0,5,6,1064,1974,1974,165000
941,No,483,458,613,1829,Gd,9548,39,6,7,941,2003,2003,237000
965,No,641,187,300,965,TA,7800,0,5,5,828,1965,1965,119900
672,No,348,324,280,924,Fa,12180,0,4,4,672,1941,1950,80000
1055,No,0,1055,905,2263,Gd,9240,45,5,8,1055,2001,2002,287000
1236,No,626,501,540,2108,Gd,13728,0,7,6,1127,1935,1986,235000
1242,No,916,326,528,1242,TA,9600,0,6,7,1242,1973,1973,175500
989,No,0,884,240,1573,Gd,6120,0,7,4,884,1935,1995,133000
884,No,0,884,434,2035,Gd,9505,48,5,7,884,2001,2001,222500
1232,No,660,572,516,1232,TA,11120,0,6,6,1232,1984,1984,162500
1098,No,403,400,483,1964,TA,10480,69,6,7,803,1976,1976,205000
792,No,0,576,0,1140,TA,8800,160,7,4,576,1910,2004,96500
894,No,702,192,450,894,Gd,9764,0,7,5,894,1967,2003,130000
1512,Mn,619,435,619,2654,Gd,11029,65,7,6,1054,1968,1984,250000
768,Av,660,108,396,768,TA,7200,0,8,5,768,1972,2003,133900
672,None,0,0,0,912,TA,6240,0,5,4,0,1947,1950,80500
1040,Av,650,390,504,2080,Fa,11606,0,5,5,1040,1969,1969,135000
1040,No,732,308,576,1040,Gd,12464,0,5,5,1040,1996,1996,152000
1149,Mn,370,779,216,1616,Gd,5400,0,7,6,1149,1926,2004,152000
1047,No,0,641,273,1047,TA,10800,0,7,4,641,1885,1995,100000
1803,No,168,284,484,1803,TA,13125,0,4,5,1134,1957,2000,155000
832,No,0,832,528,832,Gd,7227,0,6,6,832,1954,1954,105500
894,No,180,340,384,894,TA,7094,0,5,5,894,1966,1966,125000
596,Mn,0,596,189,1192,TA,6402,0,5,5,596,1920,1950,78000
1850,Gd,1261,572,772,1850,Gd,16033,112,5,9,1833,2004,2005,326000
899,No,450,414,288,899,Gd,7800,0,7,5,864,1967,2004,130000
892,No,340,524,264,892,TA,9477,0,5,5,864,1966,1966,110000
1260,Mn,1046,168,506,2291,TA,7200,0,6,6,1214,1910,1998,133900
1075,No,0,849,360,2138,TA,8100,156,5,5,849,1898,1965,106000
926,No,0,926,470,1604,TA,10839,36,5,6,926,1997,1998,181000
887,No,0,868,422,2021,Gd,23257,100,5,7,868,2006,2006,274725
938,Av,280,167,308,938,TA,9200,0,6,5,938,1975,1980,130250
912,No,0,912,216,1426,Gd,7642,240,8,7,912,1918,1998,189950
928,No,220,708,400,1920,TA,11345,0,5,5,928,1948,1950,137000
1098,No,902,196,260,1098,TA,7390,0,7,5,1098,1955,1955,135000
729,No,0,270,0,729,TA,4130,0,6,3,270,1935,2003,52000
1252,No,0,1252,528,1252,Gd,10721,39,6,6,1252,1959,1959,142000
1584,No,0,1584,792,1584,TA,8944,152,5,5,1584,1967,1967,124000
1506,No,0,1498,592,1506,Ex,14587,174,5,9,1498,2008,2008,264132
1709,Av,1238,460,506,1709,Gd,5119,65,5,9,1698,1999,2000,328900
1092,No,895,197,299,1092,TA,14850,0,5,5,1092,1957,1957,141000
1746,Gd,1320,426,758,1746,Ex,14892,39,5,9,1746,2006,2007,377500
1304,No,603,701,667,2287,TA,15593,21,4,7,1304,1953,1953,225000
789,No,0,768,200,789,TA,10594,0,5,5,768,1926,1950,96500
1041,No,991,50,270,1041,TA,9600,88,6,5,1041,1959,1959,124500
993,No,0,967,431,1908,Gd,14191,0,5,8,967,2002,2002,202900
1010,No,0,1010,390,2267,Gd,8068,46,5,6,1010,2002,2002,200000
875,No,209,506,180,875,TA,6120,0,7,5,715,1931,1993,105000
1526,Av,383,833,364,1526,TA,8562,78,6,5,1216,1957,2002,144500
1567,Gd,1567,0,714,1567,Gd,9819,32,5,6,1567,1977,1977,196000
1734,Gd,0,1734,1020,2822,Ex,13891,170,5,9,1734,2008,2009,582933
689,No,141,548,360,1378,Gd,9600,0,9,7,689,1928,2005,161000
1281,No,0,715,368,1738,TA,12513,0,4,4,715,1920,2007,104900
1164,No,831,320,521,2060,TA,10029,228,5,6,1151,1988,1989,211000
1128,No,812,124,286,1128,TA,9000,0,5,5,936,1954,1954,118000
840,No,0,840,440,1720,Gd,8244,48,5,7,840,2004,2004,183500
1050,No,504,546,338,1050,TA,9600,0,6,5,1050,1956,1956,128900
1114,No,814,300,576,1114,Gd,13695,78,5,6,1114,2003,2004,155000
1053,No,567,413,750,1053,Ex,8973,80,7,5,1008,1958,1991,150000
1593,Av,1153,440,682,1593,Ex,4923,120,5,8,1593,2001,2002,286000
1214,No,695,519,318,1214,TA,10355,111,5,5,1214,1967,1967,143000
816,No,641,175,264,816,Gd,6600,0,9,5,816,1982,2008,130500
1535,None,0,0,400,1535,TA,7018,0,5,5,0,1979,1979,118858
1360,No,1036,140,795,3112,Gd,25419,16,4,8,1360,1918,1990,235000
1079,Av,0,1079,685,1919,Gd,15611,51,5,8,1079,2006,2006,233230
1097,No,0,1097,672,1097,TA,10859,64,5,5,1097,1994,1995,145000
983,Mn,660,323,423,1750,TA,12508,0,7,6,983,1940,1985,160000
483,No,0,483,288,987,TA,1680,0,5,6,483,1972,1972,94500
981,No,282,664,576,981,TA,10530,312,5,6,981,1971,1971,143250
1700,No,1018,380,447,1700,Gd,10552,38,5,5,1398,1959,1959,165500
816,No,708,108,308,816,TA,7100,0,7,5,816,1957,1957,129900
944,No,666,278,622,1840,Gd,12420,45,5,7,944,2001,2001,230000
1291,No,837,105,576,2521,TA,3964,20,4,6,942,1973,1973,151400
1002,No,828,174,902,1002,TA,8750,0,6,5,1002,1970,1970,148500
841,No,0,721,294,841,TA,8400,0,4,4,721,1950,1950,82000
996,Av,747,189,564,996,Gd,9069,0,6,6,936,1992,1992,147000
1713,Av,1088,625,856,1713,Ex,9591,26,5,8,1713,2004,2005,274900
1412,Mn,1005,387,576,1412,Gd,11457,0,5,6,1392,1988,1988,175000
1236,No,600,312,923,1236,TA,7407,158,7,6,912,1957,1996,149700
1040,Gd,633,431,648,1040,TA,25286,0,5,4,1064,1963,1963,132250
1616,No,1180,415,608,1616,Gd,5389,152,5,8,1595,1995,1996,236500
1414,No,528,245,601,1414,TA,11029,51,8,6,1184,1958,2002,176500
975,No,649,326,576,1950,Gd,7399,10,5,7,975,1997,1998,239000
1086,No,320,404,490,1086,TA,10200,0,7,5,1086,1954,2003,144900
1072,Gd,1309,15,528,1576,Gd,21384,312,6,5,1324,1923,2004,223500
768,Av,619,149,624,768,TA,7244,0,7,5,768,1970,1970,129500
1381,No,982,179,676,1381,Gd,9360,0,7,6,1161,1972,2006,197500
1284,No,0,1284,647,2169,Gd,9375,87,5,8,1284,2002,2002,228500
720,None,0,0,287,720,TA,6627,0,6,3,0,1949,1950,72500
1584,No,493,1017,520,2792,TA,10440,547,7,6,1510,1920,1950,256000
936,No,0,936,576,936,TA,6000,32,4,4,936,1953,1953,93000
1181,Av,920,38,588,1181,TA,10012,0,5,4,1138,1972,1972,137500
1689,Av,0,1689,954,1689,Gd,9849,56,6,7,1689,2007,2007,248328
948,No,732,216,280,948,TA,8190,36,6,4,948,1954,1954,119000
756,No,420,336,440,1512,Gd,2117,32,5,6,756,2000,2000,168500
894,No,492,402,450,894,TA,8724,0,5,5,894,1968,1968,129000
932,No,822,78,644,1852,Gd,8640,108,5,7,900,2009,2009,252678
845,None,0,0,290,845,TA,11500,0,3,4,0,1957,1957,84000
774,No,544,0,0,774,Gd,4270,0,6,3,544,1931,2006,79000
2053,Av,816,1217,666,3238,Gd,14720,86,5,8,2033,1995,1996,410000
1232,Av,724,508,632,1232,Gd,7314,0,5,7,1232,2007,2007,194500
1164,No,0,1164,528,1164,TA,9600,0,5,7,1164,1969,1969,140000
912,No,324,588,160,1248,TA,9439,0,5,5,912,1930,1950,87000
1687,Av,353,60,572,1687,TA,57200,0,5,5,747,1948,1950,160000
860,No,625,235,440,1960,Gd,7851,48,5,6,860,2002,2002,216500
546,No,273,0,286,1092,TA,2217,0,4,4,546,1970,1970,88000
894,No,552,342,400,894,TA,9450,0,5,4,894,1954,1954,110000
1479,Av,1013,440,558,1479,Gd,10665,29,5,7,1453,2003,2003,226000
1060,Mn,188,204,270,1060,Gd,8246,90,8,5,1060,1968,2001,154000
1436,Mn,946,490,484,1436,Gd,8450,98,5,7,1436,2004,2004,210000
1044,Av,0,540,504,1044,Fa,8712,0,5,5,540,1952,1952,55993
880,Mn,390,490,320,1768,TA,10800,341,7,7,880,1914,1970,163000
816,Av,538,278,432,816,TA,5890,0,8,6,816,1930,2007,120500
774,No,250,134,400,1430,TA,7750,0,5,7,384,2000,2000,180000
1867,No,379,470,303,1867,TA,10708,0,5,5,1617,1955,1993,190000
1500,Av,1070,286,648,1500,Gd,4045,20,5,7,1356,2006,2006,246578
1100,No,419,375,312,1100,TA,12493,0,5,4,1100,1960,1960,141000
816,Gd,546,270,264,816,TA,8314,0,7,5,816,1982,1982,124500
1328,Gd,967,383,308,1328,TA,16905,104,6,5,1350,1959,1959,170000
1728,Gd,1338,384,842,2296,Ex,13478,274,5,10,1722,2008,2008,451950
864,No,167,697,572,864,TA,8172,0,7,5,864,1955,1990,115000
1266,No,0,1257,453,1266,Gd,7500,144,5,7,1257,2005,2005,176000
858,No,614,244,0,858,TA,8125,0,4,4,858,1971,1971,88000
832,No,426,406,506,1710,Gd,9291,70,5,6,832,1993,1993,187000
772,No,0,732,264,1123,TA,6060,0,5,4,732,1939,1950,100000
953,No,0,953,460,1647,TA,7917,40,5,6,953,1999,2000,175000
874,No,510,354,288,874,TA,9858,0,6,5,864,1968,1968,130000
1788,Av,0,1753,522,1788,Ex,11838,151,5,8,1753,2001,2001,236500
1839,No,1186,291,416,1839,Gd,14442,87,7,6,1477,1957,2004,257500
1088,No,381,399,484,1868,Gd,10304,96,7,5,780,1976,1976,197500
1712,No,528,1098,588,1712,TA,8393,54,5,5,1626,1959,2005,145000
561,No,285,276,462,1229,TA,1300,0,6,6,561,1980,1980,124000
1600,No,0,1566,890,1600,Gd,14230,56,5,8,1566,2007,2007,256300
916,Av,0,916,460,1600,TA,8773,38,5,6,916,1997,1997,169000
896,No,0,896,240,1344,TA,6240,114,4,5,896,1936,1950,115000
1126,Av,767,266,540,1126,Ex,15611,0,6,5,1126,1977,1977,175000
923,No,658,218,264,923,TA,6951,0,5,5,876,1984,1985,119500
616,No,616,0,205,616,TA,6000,0,7,5,616,1921,1950,89000
1800,No,0,1800,0,1800,TA,8000,0,4,5,1800,1961,1961,141000
1505,No,1024,481,505,1505,TA,12160,0,4,6,1505,1953,1953,149500
1647,Mn,1283,0,621,1647,Gd,12984,0,6,5,1430,1977,1977,217500
1132,No,1024,108,451,1132,Gd,7024,64,5,4,1132,2005,2005,176000
928,No,821,107,470,1764,Gd,15426,99,5,6,928,1997,1997,231500
1088,None,0,0,240,1529,TA,8405,0,3,4,0,1945,1950,98000
1699,No,0,804,336,2447,Gd,9638,0,7,6,804,1919,1990,169000
1504,No,16,1330,457,1504,Gd,3182,0,5,7,1346,2005,2006,181000
1163,No,256,906,220,1163,TA,5820,98,8,3,1162,1955,2005,126175
769,No,436,320,440,1525,Gd,2117,0,5,6,756,2000,2000,177000
935,No,560,0,288,935,TA,13526,0,6,5,935,1965,1965,137000
813,No,0,813,270,813,Gd,5684,113,8,6,813,1930,2005,110000
1112,No,603,293,230,2008,Ex,7800,0,8,5,896,1948,2002,225000
1532,No,1085,390,514,2329,Gd,11839,121,5,7,1475,1990,1990,262280
910,No,420,490,282,1558,TA,13710,0,5,5,910,1950,1950,152000
832,No,194,638,528,1664,TA,10140,28,5,7,832,1976,1976,162900
2110,No,1065,1045,522,2110,Ex,11160,0,5,7,2110,1968,1968,244000
905,No,648,176,684,1786,Gd,9337,162,5,6,824,1997,1997,204750
925,No,548,36,336,1475,TA,2665,26,6,5,757,1977,1977,127000
811,No,0,811,256,1387,Gd,6000,0,4,5,811,1954,1954,93000
976,No,0,976,380,1708,Gd,3363,40,5,7,976,2004,2004,130000
1085,No,600,312,440,1734,Gd,9786,0,7,6,912,1962,1981,159000
1766,No,664,290,520,2414,TA,10800,0,4,5,954,1900,1970,160000
933,No,642,273,493,1908,Gd,8750,133,5,7,915,1994,1995,210000
1283,No,504,319,506,1283,TA,7763,0,7,5,931,1962,1980,140000
1212,No,0,1212,573,1212,Gd,9100,0,5,7,1212,2001,2001,178000
952,No,0,952,672,1548,Ex,7264,0,7,7,952,1925,2007,205000
980,Av,400,100,384,980,TA,9750,0,5,5,980,1967,1967,135500
1811,No,296,230,470,1811,Ex,14115,0,7,6,1073,1956,2004,230000
1056,No,1056,0,384,1056,TA,8900,42,4,4,1056,1966,1966,107000
1234,Av,0,1234,484,1234,Gd,11049,30,5,8,1234,2007,2007,179900
630,No,0,630,440,1302,TA,2016,0,5,5,630,1970,1970,106000
1035,No,0,319,0,1406,Fa,7920,144,7,6,319,1920,1950,89500
858,Av,685,173,576,858,TA,7252,0,5,5,858,1982,1982,134900
1182,No,998,177,736,2324,Ex,11924,21,5,9,1175,2005,2006,345000
910,Av,0,105,414,910,Gd,8892,0,7,5,105,1953,1996,116000
798,Gd,674,0,442,1611,TA,9760,128,6,6,780,1964,1964,167900
684,Av,0,684,400,1560,Gd,11911,38,5,6,684,2005,2005,174000
2020,None,0,0,630,2020,TA,8400,0,5,5,0,1977,1977,144000
1338,Mn,616,722,582,1338,Gd,4920,0,5,8,1338,2001,2001,213500
1188,No,593,595,312,1188,TA,26142,39,7,5,1188,1962,1962,157900
1459,No,0,1459,527,1459,Gd,8749,39,5,7,1459,2002,2002,192000
1306,Gd,1201,105,533,2260,Gd,14000,44,5,7,1306,1996,1997,328000
1430,No,0,1413,605,1430,Gd,16285,33,5,7,1413,2001,2002,187100
996,No,290,706,0,996,TA,13907,0,6,5,996,1940,1969,108000
1092,No,787,305,504,1092,TA,8250,0,7,6,1092,1964,1964,145000
625,No,0,625,625,1250,Gd,4017,54,5,7,625,2006,2007,171900
864,No,0,864,572,1728,Gd,9313,56,5,7,864,2004,2004,190000
924,No,0,924,280,924,TA,7990,0,6,5,924,1975,1975,110000
1199,No,300,899,530,1199,Gd,7892,63,5,6,1199,1993,1993,153900
948,No,0,948,300,948,TA,8978,0,5,5,948,1968,1968,108000
925,No,338,121,429,925,TA,9100,0,6,5,925,1965,1965,117500
835,No,108,350,366,835,TA,10625,0,5,5,458,1920,1950,83000
1580,No,0,1580,610,2466,Gd,11143,214,5,8,1580,2004,2005,340000
1216,No,445,479,487,2157,Gd,14200,66,6,7,924,1966,1966,226000
1060,No,840,200,572,1060,TA,4224,110,7,5,1040,1976,1976,129900
2633,Gd,1282,1351,804,2633,Ex,11400,140,5,10,2633,2001,2002,466500
1048,No,0,993,280,1048,TA,6380,0,6,5,993,1922,1950,113000
953,No,0,953,460,1664,TA,8121,40,5,6,953,2000,2000,172400
784,No,0,784,360,784,TA,9000,0,3,6,784,1928,1950,76000
1279,No,641,276,473,1279,TA,10125,83,6,6,1196,1977,1977,171500
1229,No,1059,75,284,1229,TA,17140,0,6,4,1134,1956,1956,135000
1268,No,540,728,244,1268,TA,7800,98,6,5,1268,1954,1954,132000
1428,No,0,1428,480,1428,Gd,11639,120,5,7,1428,2007,2008,182000
1125,Av,631,410,352,1125,TA,7200,0,6,6,1041,1976,1976,125000
1008,No,486,522,275,1008,TA,11425,0,6,5,1008,1954,1954,137000
1630,Gd,0,1622,860,1630,Ex,10226,42,5,8,1622,2008,2008,295493
864,No,503,361,673,1728,Gd,8791,56,5,6,864,2003,2003,207500
1211,No,250,210,322,1211,TA,8250,63,5,5,952,1968,1968,134000
1040,No,369,671,286,1040,TA,7560,0,5,5,1040,1959,1959,133700
1707,No,0,1686,511,1707,TA,16669,64,6,8,1686,1981,1981,228000
955,No,0,935,462,1632,TA,9084,28,5,7,935,1998,1998,176500
1392,No,1302,90,528,1392,TA,11341,0,6,5,1392,1957,1996,121500
1319,No,428,0,270,1319,TA,10634,0,6,5,608,1953,1953,123000
742,No,0,742,390,1484,Gd,12589,24,5,6,742,2005,2005,174000
971,Gd,523,448,300,971,TA,9920,0,6,5,971,1969,1969,128500
1062,Av,539,490,539,1062,TA,11333,0,5,6,1029,1976,1976,146800
980,Gd,945,0,0,980,TA,9400,0,5,6,945,1975,1975,127500
1405,No,0,1405,478,1405,Gd,3136,36,5,7,1405,2003,2003,171750
959,No,786,173,472,1671,TA,10852,38,5,6,959,2000,2000,173000
1074,No,788,268,495,1074,TA,10140,88,6,5,1056,1975,1975,153500
